Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Brian Bliss,M,SBD,Raw,28.0,24-34,24-39,Open,107.3,110,217.5,225.0,-232.5,,225.0,142.5,150.0,-155.0,,150.0,265.0,275.0,282.5,,282.5,657.5,3,393.14,390.01,372.52,80.37,Yes,USA,MI,USPA,IPL,2020-02-01,USA,MI,Sterling Heights,Drug Tested Michigan State Meet
Jeremiah Edmond,M,SBD,Raw,21.0,20-23,19-23,J20-23,89.5,90,227.5,235.0,242.5,,242.5,137.5,145.0,150.0,,150.0,-282.5,-282.5,282.5,,282.5,675.0,2,437.69,432.15,414.27,89.98,,USA,CA,WRPF,WRPF,2022-10-29,USA,CA,Los Angeles,South Bay Strength Company Boo Bash
Paul Parker #1,M,SBD,Raw,28.5,24-34,24-39,M_OR_BPU,120.2,125,180.0,190.0,200.0,,200.0,-140.0,-145.0,145.0,,145.0,240.0,250.0,260.0,,260.0,605.0,2,347.26,347.69,333.18,70.28,,England,,BPU,WPC,2016-02-07,England,,Scunthorpe,Northern Qualifier
Alberto Romo,M,SBD,Raw,27.0,24-34,24-39,Open,77.9,82.5,,,,,140.0,,,,,110.0,,,,,170.0,420.0,3,294.27,291.69,281.38,60.05,,USA,CA,USPA,IPL,2019-05-11,USA,CA,San Luis Obispo,Central Coast Open
Mikkel D Jensen,M,SBD,Raw,21.5,20-23,19-23,Open,96.35,105,-210.0,-210.0,225.0,,225.0,135.0,140.0,142.5,,142.5,260.0,270.0,275.0,,275.0,642.5,2,402.07,397.15,379.65,82.62,Yes,,,DSF,IPF,2017-09-02,Denmark,,København,SM Styrkeløft
Jonas Siekmann,M,SBD,Raw,27.0,24-34,24-39,Open,110.3,120,207.5,220.0,225.0,,225.0,117.5,125.0,130.0,,130.0,255.0,265.0,280.0,,280.0,635.0,3,375.7,373.38,356.89,76.64,Yes,,,BVDK,IPF,2023-06-03,Germany,NRW,Aachen,Bezirksmeisterschaft KDK Niederrhein
Hayden Simmons,M,SBD,Raw,20.0,20-23,19-23,MR-O,81.8,83,187.5,-197.5,200.0,,200.0,125.0,130.0,-132.5,,130.0,210.0,222.5,227.5,,227.5,557.5,4,379.48,375.4,361.35,77.74,Yes,UK,,EPA,IPF,2023-05-13,England,,Weston,South West Championships
Deande Howard-Ervin,M,SBD,Raw,30.0,24-34,24-39,Open,76.7,82.5,-185.0,185.0,187.5,,187.5,145.0,-147.5,-147.5,,145.0,190.0,192.5,-195.0,,192.5,525.0,5,371.36,368.4,355.62,75.66,Yes,USA,KS,USPA,IPL,2022-01-22,USA,KS,Lawrence,Drug Tested Kansas State Championships
W. Digmore,M,SBD,Raw,36.0,35-39,24-39,R Sub,110.0,110,,,,,204.12,,,,,170.1,,,,,249.48,623.7,1,369.4,367.04,350.8,75.37,Yes,,,AAU,,1999-02-13,USA,NJ,Hopatcong,East Coast Classic
Drew Delancey,M,SBD,Raw,19.5,20-23,19-23,MR-Jr,89.9,93,152.5,172.5,-180.0,,172.5,105.0,-112.5,-112.5,,105.0,197.5,215.0,222.5,,222.5,500.0,2,323.48,319.38,306.11,66.51,Yes,USA,PA,USAPL,IPF,2016-07-23,USA,PA,,PurePowerlifting Summer Classic
Conrad Perez,M,SBD,Raw,27.0,24-34,24-39,R Open,80.74,82.5,,,,,177.5,,,,,152.5,,,,,225.0,555.0,2,380.64,376.72,362.83,77.91,Yes,USA,FL,AAU,,2007-10-12,USA,FL,Orlando,World Championships
Nelson Reyes,M,SBD,Raw,30.5,24-34,24-39,MR-O,108.4,110,207.5,210.0,212.5,,212.5,130.0,135.0,137.5,,137.5,-207.5,207.5,217.5,,217.5,567.5,5,337.99,335.51,320.54,69.04,Yes,USA,CA,USAPL,,2023-07-22,USA,CA,,Barbell Brigade Open
Nathan Daniel,M,SBD,Raw,19.5,20-23,19-23,MR-Jr,81.8,,125.0,140.0,155.0,,155.0,-85.0,92.5,97.5,,97.5,125.0,142.5,160.0,,160.0,412.5,8,280.78,277.76,267.36,57.52,Yes,USA,IL,USAPL,,2023-04-30,USA,IL,,MetroEast Rookie Novice Showdown
Andrew Ngo #1,M,SBD,Raw,17.0,16-17,14-18,Juniors 16-17,72.9,75,160.0,170.0,-180.0,,170.0,95.0,102.5,-105.0,,102.5,165.0,177.5,185.0,,185.0,457.5,1,334.34,332.64,321.8,67.69,,USA,UT,USPA,IPL,2020-03-07,USA,UT,Midvale,Utah Open & Big Mountain Expo
Marcus Fettinger,M,SBD,Raw,26.0,24-34,24-39,MR-O,107.5,110,-180.0,190.0,-215.0,,190.0,110.0,120.0,130.0,,130.0,220.0,237.5,255.0,,255.0,575.0,1,343.56,340.86,325.59,70.22,Yes,,,USAPL,IPF,2011-12-10,USA,TX,Carrollton,Holiday Classic
Matt Portnov,M,SBD,Raw,17.0,16-17,14-18,Juniors 16-17,98.02,100,,,,,185.0,,,,,140.0,,,,,235.0,560.0,2,347.73,343.61,328.32,71.42,,USA,CA,USPA,IPL,2014-02-08,USA,CA,Vacaville,Pacific Coast Open
Bret Oswald,M,SBD,Raw,32.0,24-34,24-39,MR-O,118.2,120,267.5,-282.5,282.5,,282.5,142.5,147.5,-152.5,,147.5,297.5,312.5,-322.5,,312.5,742.5,1,428.6,428.42,410.44,86.89,Yes,USA,WI,USAPL,IPF,2019-01-19,USA,WI,,WI State Championship
Taylor Cheek,M,SBD,Raw,16.0,16-17,14-18,M_TR_2_AAPF,67.5,67.5,95.0,107.5,115.0,-120.0,115.0,60.0,62.5,-65.0,,62.5,100.0,110.0,115.0,120.0,115.0,292.5,1,225.44,225.52,218.91,45.06,Yes,,,APF,WPC,2023-05-27,USA,IL,,Amateur National Championships
Artem Sumnikov,M,SBD,Raw,17.5,18-19,14-18,Amateur Teen 18-19,88.4,90,-160.0,165.0,172.5,,172.5,95.0,100.0,105.0,,105.0,192.5,-200.0,200.0,,200.0,477.5,1,311.59,307.68,295.11,64.05,Yes,Russia,,WPC-RUS,WPC,2013-10-10,Russia,MOW,Moscow,PROdvijenie Championships
Maldis-Sveno Laur,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,63.45,66,,,,,132.5,,,,,105.5,,,,,175.0,413.0,1,333.4,335.21,326.36,65.74,Yes,Estonia,,EJTL,IPF,2017-10-28,Estonia,,Tartu,EMV klassikalises jõutõstmises
Andrew Mack,M,SBD,Raw,22.0,20-23,19-23,Open,88.3,90,130.0,140.0,-150.0,,140.0,90.0,95.0,102.5,,102.5,157.5,170.0,182.5,,182.5,425.0,2,277.49,274.01,262.84,57.04,Yes,USA,MD,USPA,IPL,2023-09-16,USA,AL,Alabaster,Drug Tested Journey to the Cursed Lands
Sam Funderburk,M,SBD,Raw,25.5,24-34,24-39,MR-O,99.2,105,210.0,222.5,232.5,,232.5,127.5,132.5,137.5,,137.5,242.5,257.5,265.0,,265.0,635.0,3,392.22,387.71,370.36,80.53,Yes,USA,MO,USAPL,IPF,2018-12-08,USA,IL,,Beast of the Metro East
John Renes,M,SBD,Raw,37.5,35-39,24-39,MR-O,190.51,120+,207.5,220.0,227.5,,227.5,165.0,-177.5,-177.5,,165.0,245.0,257.5,-265.0,,257.5,650.0,2,328.76,346.93,324.55,63.58,Yes,USA,SD,USAPL,IPF,2019-01-26,USA,IA,,Des Moines Classic
Sean Wright,M,SBD,Raw,36.0,35-39,24-39,Submasters 35-39,90.7,100,215.0,225.0,235.0,,235.0,145.0,-152.5,152.5,,152.5,-220.0,220.0,240.0,,240.0,627.5,1,404.17,399.03,382.3,83.1,Yes,USA,MD,USPA,IPL,2021-10-02,USA,PA,King of Prussia,Drug Tested Monster Meet at PWRBLD
Ville Jääskeläinen,M,SBD,Raw,22.5,20-23,19-23,Under 23,98.6,105,150.0,200.0,215.0,,215.0,120.0,135.0,145.0,,145.0,220.0,240.0,255.0,,255.0,615.0,1,380.88,376.43,359.63,78.22,Yes,,,SVNL,IPF,2014-01-11,Finland,,Riihimäki,Kansallinen klassinen voimanostokilpailu
Jonathan Cintron,M,SBD,Raw,30.0,24-34,24-39,Open,92.7,100,-183.0,186.0,200.0,,200.0,126.0,136.0,-143.0,,136.0,219.0,240.0,250.0,,250.0,586.0,3,373.42,368.69,352.92,76.78,,USA,VA,USPC,,2020-12-12,USA,VA,Virginia Beach,Odin's Fury III
Klementiy Zakharov,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,86.45,93,,,,,135.0,,,,,115.0,,,,,150.0,400.0,1,264.09,260.86,250.46,54.25,Yes,Russia,,FPR,IPF,2016-05-20,Russia,BA,Ufa,Republic of Bashkortostan Classic Powerlifting Championships
Eddie Ryckman,M,SBD,Raw,23.5,24-34,24-39,,82.5,82.5,,,,,245.0,,,,,157.5,,,,,265.0,667.5,5,452.16,447.16,430.26,92.68,,USA,,RUPC,,2016-01-31,USA,FL,Port St. Lucie,Raw Unity IX
Michael Izzolo,M,SBD,Raw,22.5,20-23,19-23,MR-Jr,73.5,74,145.0,155.0,160.0,,160.0,95.0,102.5,105.0,,105.0,200.0,-210.0,-210.0,,200.0,465.0,1,337.99,336.1,325.03,68.51,Yes,USA,FL,USAPL,IPF,2016-09-25,USA,FL,Davie,10th Annual South Florida Open Powerlifting Championships
Gerald Repuyan,M,SBD,Raw,23.5,24-34,24-39,MR-O,85.6,93,187.5,200.0,210.0,,210.0,-120.0,130.0,-135.0,,130.0,215.0,-235.0,237.5,,237.5,577.5,1,383.3,378.69,363.75,78.71,Yes,USA,NJ,USAPL,IPF,2017-09-24,USA,NJ,,New Jersey Heavy Metal Classic
Ray Canivel,M,SBD,Raw,32.0,24-34,24-39,MR-O,81.7,83,-142.5,150.0,-157.5,,150.0,120.0,-130.0,-130.0,,120.0,142.5,167.5,-175.0,,167.5,437.5,10,298.01,294.81,283.79,61.05,Yes,,,USAPL,IPF,2017-11-11,USA,CA,Mountain View,Boss of NorCal V
Axel Trouillet,M,SBD,Raw,18.0,18-19,,M_TR_3_WPC,88.2,90,160.0,175.0,190.0,200.5,190.0,115.0,-122.5,125.0,,125.0,170.0,200.0,215.0,,215.0,530.0,1,346.25,341.92,327.99,71.17,,France,,WPC-France,WPC,2022-04-30,France,,,Open
Josh Uriu,M,SBD,Raw,17.0,16-17,14-18,Juniors 16-17,84.2,90,125.0,-150.0,-150.0,,125.0,52.5,60.0,65.0,,65.0,147.5,160.0,-170.0,,160.0,350.0,2,234.4,231.67,222.7,48.1,,USA,ID,USPA,IPL,2020-07-25,USA,ID,New Plymouth,Border Wars
Marco Cuenca,M,SBD,Raw,21.0,20-23,19-23,Juniors 20-23,84.1,90,175.0,182.5,-187.5,,182.5,-112.5,112.5,-117.5,,112.5,205.0,217.5,-222.5,,217.5,512.5,2,343.45,339.47,326.35,70.47,Yes,USA,CA,USPA,IPL,2022-09-10,USA,CA,Vista,Drug Tested Heavy Breathing Standard
Andrey Shitenko,M,SBD,Raw,35.5,35-39,24-39,Open,103.8,105,,,,,260.0,,,,,155.0,,,,,230.0,645.0,9,390.82,387.0,369.53,80.06,Yes,,,FPR,IPF,2018-12-06,Russia,KHA,Khabarovsk,Far Eastern Classic Powerlifting Championships
Matthew O'Brien,M,SBD,Raw,28.5,24-34,24-39,Open,141.15,120+,180.0,190.0,200.0,,200.0,125.0,-135.0,135.0,,135.0,210.0,220.0,230.0,,230.0,565.0,2,308.92,315.34,299.55,61.39,Yes,,,PA,IPF,2016-03-05,Australia,QLD,Townsville,North Queensland Open
Michael McCoy,M,SBD,Raw,24.5,24-34,24-39,MR-O,113.6,120,240.0,257.5,265.0,,265.0,175.0,190.0,-195.0,,190.0,275.0,292.5,310.0,,310.0,765.0,1,447.75,445.99,426.72,91.11,Yes,USA,NC,USAPL,IPF,2016-03-19,USA,SC,,Battle on the Border X
Keaton Topliff,M,SBD,Raw,17.0,16-17,14-18,M_TR_2_AWPC,90.0,90,,,,,167.5,,,,,100.0,,,,,175.0,442.5,1,286.12,282.49,270.74,58.83,Yes,,,WPC,WPC,2023-08-30,USA,ID,,World Cup
Anthony Rootes,M,SBD,Raw,37.0,35-39,24-39,MR-O,120.3,125,,,,,240.0,,,,,140.0,,,,,272.5,652.5,2,374.42,374.92,359.28,75.77,Yes,USA,MN,USAPL,IPF,2008-09-21,USA,MN,Little Canada,Twin Cities Open
Ahmet Emir Dorga,M,SBD,Raw,23.0,20-23,,MR-Jr,80.7,83,120.0,140.0,-155.0,,140.0,-100.0,105.0,-115.0,,105.0,160.0,175.0,-185.0,,175.0,420.0,31,288.13,285.17,274.67,58.97,Yes,,,TPSSF,IPF,2022-02-14,Turkey,,Istanbul,7. Türkiye Powerlifting Şampiyonası
